"","State","Account.Length","Area.Code","Phone","Int.l.Plan","VMail.Plan","VMail.Message","Day.Mins","Day.Calls","Day.Charge","Eve.Mins","Eve.Calls","Eve.Charge","Night.Mins","Night.Calls","Night.Charge","Intl.Mins","Intl.Calls","Intl.Charge","CustServ.Calls","Churn."
"2787","AR",109,415,"","no","yes","29",111.2,90,"18.90",263.5," 98",22.4,224.7,128,10.11,9,6,"2.43",6,"True."
"2788","MS",78,415,"358-5721","","no"," 0",87.7,74,"14.91",214.8," 58",18.26,201.3,147,9.06,10.8,6,"2.92",1,"False."
"2789","MN",134,415,"414-7446","","no"," 0",244.1,99,"41.50",246.9,"",20.99,200,133,9,7.2,2,"1.94",0,"False."
"2790","WA",47,415,"329-9517","no","yes","27",165,89,"",127.3,"118",10.82,284.4,95,12.8,7.7,4,"2.08",2,"False."
"2791","MS",59,408,"415-9553","no","yes","27",127.4,110,"21.66",103.3," 99",8.78,164.2,73,7.39,9.1,3,"2.46",0,"False."
"2792","ID",151,415,"413-3177","no","no"," 0",194.8,106,"33.12",292.7,"103",24.88,224.6,82,10.11,5.5,3,"1.49",0,"False."
"2793","NC",129,415,"347-5113","no","no","",54.7,131," 9.30",256.1,"",21.77,176.6,135,7.95,11.1,4,"3.00",1,"False."
"2794","VA",107,510,"330-2662","no","yes","27",283.4,104,"",224.1,"152",19.05,241.3,63,10.86,14.4,7,"3.89",2,"False."
"2795","MT",137,408,"330-5824","yes","no"," 0",258,112,"43.86",246.5,"117",20.95,173.2,100,7.79,10.9,3,"2.94",0,"True."
"2796","MI",76,510,"411-1261","","no"," 0",90.5,142,"15.39",211.7," 75",17.99,194.9,76,8.77,9.3,2,"2.51",1,"False."
"2797","HI",24,415,"329-8788","no","no"," 0",235.6,132,"",115.9,"129",9.85,185.4,136,8.34,16.2,2,"4.37",0,"False."
"2798","NC",169,408,"333-7869","no","no"," 0",142.5,82,"24.23",231.4,"110",19.67,131.2,67,5.9,10,4,"2.70",2,"False."
"2799","MN",30,408,"399-4800","no","no"," 0",54,68," 9.18",179.3," 96",15.24,247.2,101,11.12,10.2,8,"2.75",1,"False."
"2800","WV",70,415,"402-2072","no","no"," 0",214.8,87,"36.52",131,"114",11.14,216.9,104,9.76,9.4,3,"2.54",3,"False."
"2801","SD",52,510,"403-6187","yes","no"," 0",251.4,118,"42.74",196.6," 80",16.71,192,53,8.64,11,2,"2.97",0,"True."
"2802","HI",3,408,"","no","no"," 0",139,99,"",250.7,"108",21.31,286.2,87,12.88,6.1,3,"",4,"False."
"2803","MS",38,415,"386-2970","no","no","",117.3,114,"19.94",208.7,"105",17.74,203.4,98,9.15,14.4,2,"3.89",2,"False."
"2804","NY",104,415,"389-6081","no","no"," 0",264,108,"44.88",132.2," 75",11.24,177.7,91,8,10.6,8,"2.86",3,"False."
"2805","LA",27,408,"348-7556","no","no"," 0",82.6,105,"14.04",204," 99",17.34,224.2,122,10.09,9.1,4,"2.46",1,"False."
"2806","KS",166,415,"334-9163","yes","yes","28",175.8,126,"29.89",253.6," 76",21.56,128.5,72,5.78,11.4,5,"3.08",1,"False."
"2807","MA",13,408,"411-4293","no","no"," 0",220.4,100,"37.47",211.2," 79",17.95,259.3,112,11.67,13.6,8,"3.67",2,"False."
"2808","AK",52,408,"","no","no"," 0",217,104,"36.89",152.3," 83",12.95,134.3,109,6.04,11.8,4,"3.19",2,"False."
"2809","SD",114,415,"386-3823","","yes","25",129,77,"21.93",290,"110",24.65,177.1,110,7.97,11.6,5,"3.13",1,"False."
"2810","CO",156,408,"364-6445","no","no"," 0",150.5,106,"25.59",152.9,"112",13,215.9,86,9.72,3.5,3,"0.95",1,"False."
"2811","NH",90,415,"383-2251","no","yes","42",193.3,66,"32.86",263.3," 85",22.38,214.4,97,9.65,11.1,4,"",0,"False."
"2812","WV",62,415,"","no","no"," 0",189.5,122,"",103.8," 95",8.82,180.6,106,8.13,10.8,5,"",2,"False."
"2813","AZ",82,415,"413-6380","","yes","33",137.8,95,"23.43",235.5,"128",20.02,268.1,70,12.06,11,6,"2.97",2,"False."
"2814","ME",52,510,"380-9674","no","no"," 0",129.3,80,"",142.7,"101",12.13,258.3,89,11.62,12.3,4,"3.32",3,"False."
"2815","NH",146,510,"345-2319","no","no"," 0",115.6,77,"19.65",213.6,"",18.16,218.4,72,9.83,10.7,6,"2.89",1,"False."
"2816","RI",120,415,"377-5441","no","yes","23",221.9,114,"37.72",254.7," 84",21.65,250.5,117,11.27,7.2,5,"",2,"False."
"2817","ID",130,415,"358-3692","","no"," 0",263.7,113,"44.83",186.5,"103",15.85,195.3,99,8.79,18.3,6,"4.94",1,"True."
"2818","WI",90,408,"400-5831","no","no"," 0",61.3,91,"10.42",194.4," 94",16.52,143.1,80,6.44,11.4,9,"3.08",1,"False."
"2819","NM",147,408,"357-5995","yes","no"," 0",183.8,113,"31.25",164.7,"110",14,111,87,5,10.1,4,"",1,"False."
"2820","WY",159,415,"391-2159","no","no"," 0",167.4,68,"28.46",143.8," 74",12.22,140.1,111,6.3,10.3,3,"2.78",0,"True."
"2821","IL",74,510,"398-5954","no","yes","",154.1,122,"26.20",195.3,"",16.6,276.7,86,12.45,13.2,2,"3.56",4,"False."
"2822","TX",130,408,"385-6175","no","no"," 0",252,101,"",170.2,"105",14.47,209.2,64,9.41,5.7,5,"1.54",0,"False."
"2823","RI",155,408,"","yes","no"," 0",163.1,94,"27.73",291.7,"108",24.79,96.4,111,4.34,11.2,3,"3.02",0,"False."
"2824","MI",87,415,"405-4303","no","no","",198.3,80,"33.71",187," 89",15.9,133.5,96,6.01,16.6,4,"4.48",2,"False."
"2825","OR",81,415,"","no","no"," 0",324.7,48,"55.20",236.4," 82",20.09,187.6,78,8.44,13.1,5,"3.54",0,"True."
"2827","SD",131,510,"347-1473","no","no"," 0",187.9,110,"31.94",200.5,"101",17.04,202.6,125,9.12,10.2,11,"2.75",2,"False."
"2828","AL",89,510,"","no","no"," 0",129.2,71,"21.96",214.1," 68",18.2,214.9,100,9.67,10.3,4,"2.78",5,"True."
"2829","MS",123,415,"388-8948","","no"," 0",125.5,106,"21.34",128.9," 96",10.96,251.9,129,11.34,6.3,6,"1.70",4,"True."
"2830","MS",130,510,"402-5509","no","yes","26",257.2,108,"43.72",224.3,"122",19.07,204,118,9.18,12.6,4,"3.40",1,"False."
"2831","HI",99,415,"","no","no"," 0",124.6,90,"21.18",146.4," 70",12.44,169.4,95,7.62,10.5,6,"",1,"False."
"2832","WV",36,408,"370-5001","no","no"," 0",175.1,144,"29.77",216.9," 69",18.44,243.7,146,10.97,9.9,3,"2.67",1,"False."
"2833","WV",87,415,"332-3693","no","no"," 0",124.3,91,"21.13",173.4,"105",14.74,256.3,109,11.53,7.5,5,"",3,"False."
"2834","WV",139,415,"403-9766","no","no"," 0",271.6,130,"46.17",156,"131",13.26,136.3,108,6.13,11.6,9,"3.13",2,"False."
"2835","IN",189,510,"363-2407","no","no"," 0",219.9,80,"37.38",143.3,"117",12.18,130.6,69,5.88,11.7,7,"3.16",1,"False."
"2836","NM",96,415,"395-9214","no","yes","33",183.3,115,"31.16",201.4," 87",17.12,177.4,84,7.98,10.4,15,"2.81",3,"False."
"2837","DE",112,408,"351-8894","no","no","",101.1,119,"17.19",214.4," 67",18.22,179.5,112,8.08,10.3,5,"2.78",2,"False."
"2838","NC",75,408,"406-5003","no","no"," 0",203.3,70,"",228.9,"",19.46,222.2,118,10,14.3,3,"3.86",1,"False."
"2839","NM",178,415,"398-1332","no","yes","35",175.4,88,"29.82",190," 65",16.15,138.7,94,6.24,10.5,3,"2.84",2,"False."
"2840","SC",112,415,"363-8033","no","no"," 0",266,97,"45.22",214.6," 94",18.24,306.2,100,13.78,14.2,2,"3.83",2,"True."
"2841","NJ",108,415,"333-1012","no","yes","41",171.6,110,"",136.1," 78",11.57,183.4,103,8.25,10.8,7,"2.92",0,"False."
"2842","AZ",100,510,"391-6260","no","no"," 0",78.7,98,"13.38",225.6,"102",19.18,150.4,106,6.77,14,8,"3.78",0,"False."
"2843","RI",121,510,"336-1353","no","yes","20",211.9,110,"36.02",215.1,"120",18.28,238.5,107,10.73,9.4,2,"2.54",0,"False."
"2844","SD",116,415,"","no","no"," 0",63.7,101,"",195.8," 95",16.64,210.1,87,9.45,10,6,"",1,"False."
"2845","NH",161,415,"349-4397","no","no"," 0",173.4,100,"29.48",213.7," 74",18.16,141.5,69,6.37,11.5,4,"",1,"False."
"2847","WV",104,415,"354-7820","","no"," 0",225.9,123,"38.40",162.8,"",13.84,272.1,85,12.24,10.1,4,"2.73",1,"False."
"2848","ID",119,415,"338-9952","yes","yes","32",173,101,"29.41",209.4," 93",17.8,231.1,91,10.4,12.2,4,"3.29",0,"False."
"2850","IN",156,510,"329-8669","no","no"," 0",237.7,122,"40.41",181.5," 91",15.43,185.7,151,8.36,7.7,4,"2.08",1,"False."
"2851","WY",109,415,"328-8808","no","no"," 0",137,128,"",217,"116",18.45,182.1,86,8.19,10,5,"2.70",2,"False."
"2852","NH",95,510,"409-3018","no","no"," 0",142.5,109,"24.23",176.1,"107",14.97,189.6,88,8.53,8.2,3,"2.21",2,"False."
"2853","MN",90,408,"421-5994","no","no"," 0",142.4,126,"24.21",126.2,"118",10.73,274.2,71,12.34,4.6,4,"1.24",1,"False."
"2855","NH",101,510,"352-5081","","no"," 0",220.3,124,"37.45",188.6,"101",16.03,278.4,98,12.53,10.6,4,"2.86",1,"False."
"2857","IA",123,415,"420-6052","","no"," 0",204.4,88,"34.75",137.5,"111",11.69,226,100,10.17,10,4,"2.70",0,"False."
"2858","NY",160,408,"352-6084","no","no"," 0",216.8,77,"36.86",207.3,"117",17.62,228.6,117,10.29,5.6,2,"",1,"False."
"2859","AL",141,510,"388-8583","","yes","28",308,123,"52.36",247.8,"128",21.06,152.9,103,6.88,7.4,3,"",1,"False."
"2861","NM",81,415,"","no","no"," 0",173.2,80,"29.44",236.2," 94",20.08,240.2,84,10.81,11.8,6,"3.19",2,"False."
"2862","CA",75,415,"341-1916","no","yes","19",210.3,90,"35.75",241.8," 87",20.55,215.7,102,9.71,13.1,3,"3.54",4,"False."
"2863","MA",126,408,"381-2745","","yes","24",58.9,125,"10.01",305.5," 90",25.97,158.9,73,7.15,12.1,6,"3.27",0,"False."
"2864","ME",28,415,"402-5014","no","no","",236.8,102,"40.26",167.1," 87",14.2,280.2,115,12.61,9.7,3,"2.62",3,"False."
"2865","FL",153,415,"399-8846","no","no","",228.9,102,"",160.7,"",13.66,203.1,109,9.14,12.5,2,"3.38",0,"False."
"2866","NH",97,408,"328-9267","no","yes","32",90,87,"15.30",276.3,"113",23.49,185.2,107,8.33,8.6,6,"2.32",2,"True."
"2867","IN",115,408,"348-7224","no","no"," 0",146.7,128,"24.94",106.2," 74",9.03,197.7,104,8.9,11.1,4,"3.00",2,"False."
"2868","WI",95,408,"336-2190","no","no"," 0",237.3,83,"",154," 65",13.09,237,105,10.67,11.2,6,"3.02",1,"False."
"2869","MA",17,415,"376-4705","yes","no"," 0",162.8,118,"27.68",229.6," 91",19.52,332.7,94,14.97,13.6,3,"3.67",0,"True."
"2870","NH",105,415,"381-4076","no","yes","20",186.9,114,"31.77",256.3," 91",21.79,334.7,104,15.06,8.9,2,"2.40",1,"False."
"2872","NC",125,408,"412-7020","no","no"," 0",212.3,89,"36.09",215.4,"127",18.31,186.8,73,8.41,11.3,2,"3.05",2,"False."
"2873","CT",124,415,"386-8432","no","no"," 0",151,98,"25.67",120.6,"",10.25,152.8,81,6.88,9.2,2,"2.48",2,"False."
"2875","WY",134,510,"366-1084","no","no"," 0",296,93,"50.32",226.4,"117",19.24,246.8,98,11.11,12.3,10,"3.32",0,"True."
"2876","LA",123,510,"352-4182","","yes","32",212.3,77,"36.09",251.5," 78",21.38,208.7,85,9.39,6.6,2,"1.78",3,"False."
"2877","NV",124,415,"368-5628","","no"," 0",234.4,61,"39.85",179.3,"111",15.24,285.5,117,12.85,10.4,6,"2.81",3,"False."
"2879","AR",185,415,"353-2557","no","yes","19",157.3,123,"26.74",257.7," 94",21.9,190.4,107,8.57,9.6,6,"2.59",0,"False."
"2880","SC",1,415,"356-8621","no","yes","26",146.6,68,"24.92",172.8," 67",14.69,173.8,113,7.82,10,2,"2.70",1,"False."
"2881","KS",107,415,"354-6942","","no","",260.5,108,"44.29",102.4,"110",8.7,129.7,148,5.84,9.8,5,"2.65",1,"False."
"2882","NY",91,415,"377-9829","no","yes","",146.1,98,"24.84",277.4,"104",23.58,137.7,100,6.2,6.2,3,"1.67",1,"False."
"2883","MI",178,408,"348-4660","yes","no"," 0",124.5,134,"",141.2," 78",12,268.2,113,12.07,11.4,2,"3.08",2,"True."
"2884","MA",123,415,"410-5199","no","no"," 0",209.4,49,"35.60",237.4,"117",20.18,239.2,98,10.76,9.8,11,"2.65",1,"False."
"2885","UT",170,415,"397-6542","no","no"," 0",285.7,44,"48.57",167.5,"144",14.24,260,97,11.7,8.7,4,"2.35",1,"True."
"2886","HI",135,415,"333-4492","","no"," 0",190.9,44,"32.45",161.4,"109",13.72,231.9,100,10.44,8.4,2,"2.27",1,"False."
"2887","PA",85,408,"405-9573","no","no","",144.4,88,"24.55",264.6,"105",22.49,185.4,94,8.34,9.9,3,"2.67",1,"False."
"2888","OR",134,415,"359-7255","no","yes","",208.8,130,"35.50",132.9,"104",11.3,136.7,107,6.15,11.1,4,"3.00",2,"False."
"2889","TN",148,415,"419-5501","no","yes","36",77.6,141,"13.19",207," 60",17.6,255.7,115,11.51,10.9,2,"2.94",1,"False."
"2890","CT",93,415,"404-4809","no","no"," 0",271.1,101,"46.09",237.4,"133",20.18,145.4,103,6.54,8.4,6,"2.27",1,"True."
"2891","AZ",138,415,"344-6334","no","no"," 0",240.8,104,"40.94",144.5," 92",12.28,125.7,98,5.66,11.6,1,"3.13",0,"False."
"2892","OR",159,510,"400-1899","no","no"," 0",114.8,98,"19.52",192.6,"101",16.37,259,108,11.66,12.2,5,"3.29",0,"False."
"2893","DE",103,415,"346-5053","","yes","34",138.8,80,"23.60",142,"108",12.07,183.8,77,8.27,11.8,7,"3.19",1,"False."
"2894","MA",150,408,"398-2148","no","yes","",209.8,112,"35.67",155," 80",13.18,251.5,111,11.32,7.2,6,"1.94",0,"False."
"2895","CT",37,408,"347-7675","no","no"," 0",134.9,98,"22.93",248.4,"130",21.11,236.2,113,10.63,14.7,2,"3.97",3,"False."
"2897","SD",55,415,"390-3761","no","no"," 0",245.5,130,"41.74",192.7," 54",16.38,141.7,83,6.38,9.1,4,"2.46",1,"False."
"2898","CT",134,408,"","no","yes","32",80.3,94,"13.65",199.9,"124",16.99,170.8,117,7.69,16.6,3,"4.48",0,"False."
"2899","CT",107,408,"345-2476","no","no"," 0",90.7,90,"15.42",207.5,"109",17.64,169.4,96,7.62,5.6,5,"1.51",2,"False."
"2900","MA",80,408,"337-7879","no","yes","36",190.3,115,"32.35",256.6," 78",21.81,214.9,145,9.67,3.8,4,"1.03",1,"False."
"2901","MS",78,408,"361-7283","no","no"," 0",108.6,108,"18.46",209.9,"126",17.84,222.6,117,10.02,7.9,5,"2.13",1,"True."
"2902","MT",85,408,"372-4868","no","yes","17",89.8,88,"15.27",233.2," 75",19.82,165.7,116,7.46,9.3,7,"2.51",4,"True."
"2903","AK",61,415,"346-8863","no","yes","15",252.4,106,"42.91",187.8," 69",15.96,259.6,137,11.68,10,3,"2.70",2,"False."
"2904","DE",97,415,"390-5267","no","yes","32",183.4,94,"31.18",269.1,"120",22.87,203.5,38,9.16,6.7,4,"1.81",5,"False."
"2906","MN",135,408,"340-8177","no","no"," 0",155.2,100,"26.38",135.9," 84",11.55,184.6,82,8.31,3.8,9,"1.03",3,"False."
"2907","CA",87,415,"383-4802","","yes","19",165.8,122,"28.19",186.9," 89",15.89,249.7,78,11.24,0,0,"0.00",1,"False."
"2908","OH",165,510,"378-8567","no","no"," 0",209.4,67,"35.60",273.8," 89",23.27,150.2,88,6.76,12.8,1,"3.46",0,"False."
"2909","NV",148,415,"406-7844","no","no"," 0",279.3,104,"47.48",201.6,"",17.14,280.8,99,12.64,7.9,2,"2.13",2,"True."
"2910","SC",99,415,"402-9173","no","no"," 0",174.1,102,"29.60",99.1,"118",8.42,211.6,126,9.52,7.7,2,"2.08",2,"False."
"2911","WV",123,415,"352-3440","","no"," 0",175.7,78,"29.87",184.6," 96",15.69,156.9,92,7.06,9.1,2,"2.46",2,"False."
"2912","NM",127,415,"","yes","no","",256.5,87,"43.61",222.1,"101",18.88,156.7,122,7.05,13,3,"3.51",1,"False."
"2913","WY",151,415,"394-8861","no","no"," 0",170.2,89,"28.93",187.5," 83",15.94,119.5,100,5.38,4.3,3,"1.16",0,"False."
"2914","CA",185,408,"358-4036","no","no","",139.6,92,"23.73",250.2,"115",21.27,158.1,79,7.11,10.8,4,"2.92",1,"False."
"2915","KS",65,415,"392-4680","no","yes","34",208.8,119,"35.50",142.1,"106",12.08,214.6,87,9.66,12.5,4,"3.38",4,"False."
"2916","WY",58,510,"354-2762","no","no"," 0",210.1,126,"35.72",248.9,"108",21.16,158.6,88,7.14,14.4,2,"3.89",4,"False."
"2917","OK",104,415,"371-5811","no","no"," 0",113.6,87,"19.31",158.6," 98",13.48,187.7,87,8.45,10.5,6,"",2,"False."
"2918","UT",44,415,"387-2014","no","no"," 0",202.6,89,"34.44",163," 96",13.86,268.1,151,12.06,8.3,3,"2.24",0,"False."
"2921","MN",132,510,"406-4720","no","no"," 0",121.5,88,"20.66",253,"124",21.51,195.7,120,8.81,10.7,4,"2.89",1,"False."
"2922","NE",80,415,"356-7239","no","no"," 0",127.8,67,"21.73",181.6,"112",15.44,197.3,63,8.88,15.9,2,"4.29",2,"False."
"2923","OH",162,415,"328-8747","no","no","",135.2,98,"22.98",242,"107",20.57,246.9,96,11.11,10.2,2,"2.75",2,"False."
"2924","KY",110,510,"388-9464","no","no"," 0",99.4,62,"16.90",275," 86",23.38,212.1,94,9.54,16.7,3,"4.51",2,"False."
"2925","WA",96,415,"406-2866","no","no"," 0",276.9,105,"47.07",246.9," 94",20.99,254.4,107,11.45,10.3,3,"2.78",1,"True."
"2926","NY",168,408,"333-5729","no","no"," 0",163.4,134,"27.78",240.1," 87",20.41,164,147,7.38,11.6,2,"3.13",2,"True."
"2927","IN",72,510,"391-1499","no","no"," 0",287.4,116,"48.86",235.3,"126",20,292.1,114,13.14,5,3,"1.35",4,"True."
"2928","CO",125,408,"386-8690","no","yes","23",120.5,104,"20.49",227.8,"115",19.36,158.5,100,7.13,10.2,3,"",1,"False."
"2929","DC",170,510,"391-2231","no","no"," 0",184.1,106,"31.30",204.9," 70",17.42,224.3,133,10.09,9.8,3,"2.65",2,"False."
"2930","AK",71,510,"332-2275","no","no"," 0",185,84,"31.45",232.5,"129",19.76,191.1,82,8.6,14.9,4,"4.02",3,"False."
"2931","SC",124,415,"340-4028","no","no"," 0",160.9,109,"27.35",144.2,"152",12.26,120.4,97,5.42,12.9,12,"3.48",1,"False."
"2933","UT",97,415,"418-3181","no","no","",209.2,134,"35.56",0,"  0",0,175.4,94,7.89,11.8,6,"3.19",1,"False."
"2934","IL",98,510,"351-3316","yes","no"," 0",158.4,71,"26.93",306.6," 66",26.06,144.2,93,6.49,2.1,4,"0.57",1,"False."
"2935","DC",24,408,"369-3626","no","no"," 0",149,73,"25.33",131," 81",11.14,238.6,69,10.74,8.6,3,"2.32",2,"True."
"2936","DC",136,510,"353-2763","no","no"," 0",204.5,63,"34.77",208.8," 95",17.75,224,119,10.08,9.8,2,"2.65",0,"False."
"2938","KY",96,415,"","no","yes","",108.6,90,"18.46",206.4,"",17.54,126.3,118,5.68,13.4,4,"3.62",0,"False."
"2940","AL",72,415,"341-7296","no","no"," 0",166.5,102,"28.31",261,"103",22.19,262.7,85,11.82,13.3,5,"3.59",0,"False."
"2941","HI",24,415,"398-4431","no","no"," 0",156.2,104,"26.55",90,"101",7.65,205.1,116,9.23,7.3,5,"1.97",1,"False."
"2942","SC",112,415,"408-5601","no","yes","",225.2,89,"38.28",256.8,"117",21.83,249.7,87,11.24,11.5,1,"3.11",4,"False."
"2943","GA",117,415,"328-5188","","no"," 0",287.4,118,"48.86",259.6," 84",22.07,153.2,86,6.89,10,3,"",1,"True."
"2944","KS",137,415,"329-4474","no","yes","19",175.3,96,"29.80",241.3,"146",20.51,211.4,109,9.51,7.8,2,"",0,"False."
"2945","PA",136,408,"357-4573","no","no"," 0",102.1,75,"",219.5," 97",18.66,73.7,92,3.32,9.8,5,"2.65",0,"False."
"2946","UT",95,415,"341-7112","no","no"," 0",157.9,103,"26.84",259.6,"",22.07,230,117,10.35,14,2,"3.78",0,"False."
"2947","OR",82,415,"400-3147","no","yes","19",146.5,73,"",246.4,"",20.94,199,114,8.96,4.1,4,"1.11",1,"False."
"2948","ND",145,415,"378-1936","no","no"," 0",245.8,116,"41.79",286.7," 91",24.37,240.7,115,10.83,9,13,"2.43",1,"True."
"2949","KY",56,415,"347-1640","yes","no"," 0",177.7,114,"30.21",215.6,"110",18.33,236.7,67,10.65,10.5,5,"2.84",1,"False."
"2950","MN",155,408,"374-9531","yes","no"," 0",250.8,146,"42.64",152.5,"105",12.96,148.1,104,6.66,10,5,"2.70",2,"False."
"2952","TX",53,415,"380-9409","no","no"," 0",119.7,113,"20.35",189.7," 84",16.12,256.2,108,11.53,12.9,7,"3.48",2,"False."
"2953","WY",123,415,"387-1116","no","no"," 0",242.2,87,"41.17",226.1,"101",19.22,268.6,121,12.09,8.2,3,"2.21",5,"True."
"2955","TX",57,415,"403-6225","no","no"," 0",161,113,"27.37",208,"134",17.68,208.1,81,9.36,8.4,4,"2.27",3,"False."
"2956","WV",62,408,"382-8274","no","no"," 0",128.7,111,"21.88",169.5,"104",14.41,193.6,97,8.71,10.3,5,"2.78",1,"False."
"2957","NM",112,415,"","no","no"," 0",81.6,94,"",268.1,"112",22.79,140.8,75,6.34,8.6,18,"2.32",1,"False."
"2958","MI",55,415,"387-6912","no","yes","",207.7,91,"35.31",199.7,"113",16.97,216.5,110,9.74,7.3,1,"1.97",1,"False."
"2959","NC",95,408,"384-3413","no","no"," 0",128.6,115,"21.86",216.2," 88",18.38,255.3,96,11.49,6.3,2,"1.70",6,"True."
"2960","NY",125,415,"","no","no"," 0",233.3,65,"39.66",209.8," 93",17.83,210.6,109,9.48,9.1,4,"2.46",1,"False."
"2961","TX",1,415,"396-4254","no","no"," 0",182.1,106,"30.96",134.9,"106",11.47,152.3,75,6.85,10,3,"2.70",5,"True."
"2962","KY",98,415,"333-3010","","yes","36",168,81,"28.56",163.2,"125",13.87,172.7,120,7.77,8,2,"2.16",6,"True."
"2963","SD",105,415,"393-1891","no","no"," 0",251.6,88,"42.77",175.1,"103",14.88,184.4,112,8.3,5.4,5,"1.46",1,"False."
"2964","ID",113,415,"336-9053","no","yes","30",183.8,102,"31.25",183.4,"123",15.59,235,52,10.58,11.6,7,"3.13",0,"False."
"2965","OR",99,408,"353-3372","no","no"," 0",256.4,44,"43.59",214.5,"105",18.23,233.7,75,10.52,7.9,1,"2.13",3,"True."
"2966","WI",103,415,"386-8943","no","no"," 0",180.2,134,"30.63",97.7," 85",8.3,181.7,134,8.18,8.4,3,"2.27",1,"False."
"2967","WV",177,408,"","no","no"," 0",227.8,81,"38.73",161.8," 97",13.75,217,106,9.76,8,5,"2.16",1,"False."
"2968","SC",149,415,"370-8676","no","yes","20",147.8,132,"25.13",276.8," 94",23.53,149.9,110,6.75,10.2,6,"2.75",0,"False."
"2969","CT",160,415,"360-2329","no","no"," 0",234.9,136,"39.93",270.8,"134",23.02,219.3,101,9.87,13.9,2,"3.75",1,"True."
"2970","NV",116,408,"360-1320","no","no"," 0",110.9,54,"",213.4," 82",18.14,186.2,116,8.38,7.9,2,"2.13",2,"False."
"2971","ND",90,415,"329-8638","no","yes","22",124.5,94,"",231.7," 90",19.69,222.2,108,10,6.4,12,"1.73",1,"False."
"2972","MI",148,415,"385-1118","yes","no"," 0",233.5,81,"",187.7," 71",15.95,122.3,97,5.5,9.6,2,"2.59",0,"True."
"2973","MT",147,415,"408-8269","no","yes","35",197.3,134,"",141.1," 99",11.99,212.1,90,9.54,10.1,4,"",2,"True."
"2974","NE",95,510,"391-2334","no","no"," 0",58.2,96," 9.89",202.1,"",17.18,210.5,97,9.47,10.4,5,"2.81",0,"False."
"2975","UT",201,510,"373-8900","no","no"," 0",212.7,72,"36.16",225.2," 90",19.14,195.1,99,8.78,7,6,"1.89",1,"False."
"2977","AR",122,415,"420-4089","yes","no"," 0",146.3,117,"24.87",218.7," 93",18.59,236,97,10.62,11.5,5,"3.11",1,"False."
"2978","MT",132,408,"406-8465","no","no"," 0",195.1,100,"33.17",148.8," 95",12.65,224.5,117,10.1,6.7,2,"1.81",0,"False."
"2979","UT",83,510,"386-6114","no","no"," 0",208.9,71,"35.51",214.8," 92",18.26,247.9,108,11.16,13,5,"3.51",1,"False."
"2980","HI",99,408,"","no","no"," 0",135.7,107,"23.07",208.4,"103",17.71,209,95,9.4,8.8,3,"2.38",7,"True."
"2981","KS",84,415,"335-7144","no","no"," 0",225.9,86,"38.40",275.6,"105",23.43,201.4,108,9.06,14.3,3,"3.86",3,"True."
"2982","NY",46,415,"414-5177","","no"," 0",122.2,67,"20.77",167.2," 62",14.21,194.8,98,8.77,9.7,6,"2.62",1,"False."
"2984","HI",150,415,"370-1465","no","no"," 0",214,117,"36.38",192.4," 89",16.35,242.6,99,10.92,7.9,4,"",1,"False."
"2985","KS",73,408,"385-2370","no","no"," 0",194.8,112,"33.12",167.2," 85",14.21,100.3,61,4.51,10.8,6,"2.92",1,"False."
"2986","IN",7,415,"358-9146","no","no"," 0",206.7,87,"35.14",281.1," 83",23.89,158.5,77,7.13,11,5,"2.97",3,"False."
"2988","NY",131,408,"406-8995","yes","no"," 0",122.3,83,"20.79",118.8," 94",10.1,147.9,95,6.66,13.7,3,"3.70",3,"True."
"2989","VA",105,415,"344-3145","no","no"," 0",259.3,96,"44.08",175.2," 97",14.89,222.4,36,10.01,12,5,"3.24",3,"False."
"2990","MI",108,408,"341-9890","yes","no"," 0",115.1,114,"19.57",211.3," 70",17.96,136.1,85,6.12,13.8,3,"3.73",2,"True."
"2991","ID",47,415,"365-4387","no","yes","28",172.9,109,"29.39",137.6," 94",11.7,203.8,109,9.17,8.3,6,"2.24",1,"False."
"2993","AL",182,415,"418-3096","no","yes","24",128.1,104,"21.78",143.4,"127",12.19,191,98,8.59,11.6,3,"3.13",1,"False."
"2994","OR",161,408,"378-3879","","no"," 0",196.6,73,"",170.2," 79",14.47,194.3,79,8.74,12.5,3,"3.38",1,"False."
"2995","VT",128,408,"344-1362","no","no"," 0",227.9,130,"38.74",302.6," 71",25.72,191.5,82,8.62,5.5,7,"1.49",1,"True."
"2996","AZ",69,415,"419-3937","no","yes","31",194.9,63,"33.13",191.6," 90",16.29,153,129,6.89,13.2,2,"3.56",2,"False."
"2997","VA",113,408,"348-4961","no","yes","34",44.9,63," 7.63",134.2," 82",11.41,168.4,118,7.58,13.3,3,"",1,"False."
"2998","PA",87,408,"329-1410","no","yes","30",262.8,114,"44.68",215.8,"130",18.34,154.8,88,6.97,7.8,2,"2.11",0,"False."
"3000","KY",76,415,"","no","no"," 0",204,69,"34.68",225.1,"110",19.13,240.3,85,10.81,9.6,5,"2.59",1,"False."
"3001","NJ",87,510,"387-2799","no","no"," 0",223.2,109,"37.94",127.5," 86",10.84,289.3,83,13.02,14.5,4,"3.92",3,"False."
"3002","IL",117,408,"373-9108","no","no"," 0",119,82,"20.23",187.5,"108",15.94,189.3,97,8.52,11.5,3,"3.11",1,"False."
